Gene	t1_gene_score	t1_SIEG_score
OR4P4	0	-0.43962773
SNORA11B	0	-0.43962773
LCE3B	0	-0.43962773
OR6C1	0	-0.43962773
POM121L12	0	-0.43962773
OR5AS1	0	-0.43962773
MS4A5	0	-0.43962773
KRTAP20-2	0	-0.43962773
CT47A11	0	-0.43962773
OR5I1	0	-0.43962773
C9orf27	0	-0.43962773
OR2T1	0	-0.43962773
OR8H1	0	-0.43962773
OR4C16	0	-0.43962773
OR5B3	0	-0.43962773
C20orf71	0	-0.43962773
DEFB109P1	0	-0.43962773
OR6P1	0	-0.43962773
OR8I2	0	-0.43962773
KRTAP12-4	-0.006912169	-0.468522181
OR10G9	0	-0.43962773
OR10G8	0	-0.43962773
TTTY16	0	-0.43962773
OR7A10	0	-0.43962773
DEFB107A	-0.012950957	-0.493765703
OR4C45	0	-0.43962773
OR5K3	0	-0.43962773
OR2M1P	0	-0.43962773
OR5AR1	0	-0.43962773
TTTY5	0	-0.43962773
BSPH1	0	-0.43962773
LOC339568	-0.008775976	-0.476313325
OR1S2	0	-0.43962773
OR5M9	0	-0.43962773
TAAR2	0	-0.43962773
OR10A7	0	-0.43962773
C20orf79	-0.012082057	-0.498934178
OR6C4	0	-0.43962773
OR4C13	0	-0.43962773
GAGE12F	0	-0.43962773
OR2W1	0	-0.43962773
SNORD115-7	0	-0.43962773
OR10H4	0	-0.43962773
LCN9	0	-0.43962773
SNORA28	0	-0.43962773
OR6C74	0	-0.43962773
OR4L1	0	-0.43962773
SPINK14	0	-0.43962773
OR5M10	0	-0.43962773
SNORA66	0	-0.43962773
OR52E8	0	-0.43962773
OR5D18	0	-0.43962773
OR8J1	0	-0.43962773
OR13C4	0	-0.43962773
TAS2R16	0	-0.43962773
PRM3	0	-0.43962773
OR4D2	0	-0.43962773
SCARNA18	0	-0.43962773
LOC100287704	0	-0.43962773
OR4B1	0	-0.43962773
IFNA16	-0.211799145	-1.346202341
PRR20A	0	-0.43962773
OR5W2	0	-0.43962773
PYDC2	0	-0.43962773
RBMY1A3P	0	-0.43962773
OR52J3	0	-0.43962773
RAB9BP1	0	-0.43962773
OR5T1	0	-0.43962773
DAOA	-0.014086833	-0.498513922
OR7A17	0	-0.43962773
OR9Q2	0	-0.43962773
OR8B8	0	-0.43962773
OR4X1	0	-0.43962773
MS4A13	0	-0.43962773
SCARNA11	0	-0.43962773
OR8H2	0	-0.43962773
OR4K13	0	-0.43962773
SNORA5B	0	-0.43962773
KRTAP10-8	0	-0.43962773
LOC646813	0	-0.43962773
OR6K6	0	-0.43962773
OR4C15	0	-0.43962773
PRAMEF17	0	-0.43962773
OR4C12	0	-0.43962773
OR2M2	0	-0.43962773
OR10H3	0	-0.43962773
GLYCAM1	0	-0.43962773
OR4C11	0	-0.43962773
IFNA6	-0.139097245	-1.035025693
TMEM225	0	-0.43962773
BEYLA	-0.017956947	-0.514691888
OR10C1	0	-0.43962773
SNORA36B	0	-0.43962773
SCARNA20	0	-0.43962773
OR8B4	0	-0.43962773
TBC1D21	0	-0.43962773
OR6X1	0	-0.43962773
GOLGA2P3	0	-0.43962773
OR4K5	0	-0.43962773
SNORA11D	0	-0.43962773
TTTY1B	0	-0.43962773
IFNA17	-0.139097245	-1.035025693
TMEM30C	0	-0.43962773
OR5A2	0	-0.43962773
NPS	0	-0.43962773
OR6Y1	0	-0.43962773
OR6N2	0	-0.43962773
TTTY6B	0	-0.43962773
GSC2	0	-0.43962773
KRTAP12-3	0	-0.43962773
TRIM64	0	-0.43962773
OR2T35	0	-0.43962773
OR9G4	0	-0.43962773
OR13C8	0	-0.43962773
OR10AG1	0	-0.43962773
OR5T3	0	-0.43962773
PISRT1	0	-0.43962773
CDX4	0	-0.43962773
KRTAP4-5	0	-0.43962773
CT47A7	0	-0.43962773
GPHB5	0	-0.43962773
OR8G2	0	-0.43962773
SNORD67	0	-0.43962773
KRTAP19-5	0	-0.43962773
OR1A1	0	-0.43962773
TRIM77	0	-0.43962773
SNORA79	0	-0.43962773
HSFYL1	0	-0.43962773
OR6C6	0	-0.43962773
OR8K3	0	-0.43962773
FAM27L	0	-0.43962773
OR6C68	0	-0.43962773
KRTAP2-4	-0.022226855	-0.536227437
OR2Y1	0	-0.43962773
OR4N5	0	-0.43962773
POTEA	0	-0.43962773
OR2T12	0	-0.43962773
HIST1H4G	0	-0.43962773
HYALP1	-0.043141537	-0.627692281
OR6C76	0	-0.43962773
OR52A5	0	-0.43962773
OR13C9	0	-0.43962773
OR10J1	0	-0.43962773
OR10G7	0	-0.43962773
OR51A4	0	-0.43962773
RBMY1F	0	-0.43962773
SNORA77	0	-0.43962773
TTTY7	0	-0.43962773
OR6K2	0	-0.43962773
OR52A1	0	-0.43962773
DEFB123	0	-0.43962773
CSHL1	0	-0.43962773
BCYRN1	0	-0.43962773
VN1R4	0	-0.43962773
SNORA32	0	-0.43962773
TNP2	0	-0.43962773
KRTAP19-8	0	-0.43962773
CDY1B	0	-0.43962773
OR2M7	0	-0.43962773
OR2T6	0	-0.43962773
DEFB127	0	-0.43962773
OR8K5	0	-0.43962773
OR14J1	0	-0.43962773
SPANXN2	0	-0.43962773
LOC729121	-0.054217761	-0.671856668
SNORA11E	0	-0.43962773
OR1D2	0	-0.43962773
OR5AC2	0	-0.43962773
KRTAP27-1	-0.043141537	-0.627692281
PRM1	0	-0.43962773
OR4K14	0	-0.43962773
IL9	-0.046191998	-0.635247725
OR14C36	0	-0.43962773
OR6C3	0	-0.43962773
SNORA14A	0	-0.43962773
CSN1S2A	0	-0.43962773
WFDC9	0	-0.43962773
FKSG73	-0.054287946	-0.671437653
OR6Q1	0	-0.43962773
KRTAP10-9	0	-0.43962773
OR4F6	0	-0.43962773
IFNA10	-0.139097245	-1.035025693
USP17L6P	0	-0.43962773
OR6B1	0	-0.43962773
LCE4A	0	-0.43962773
OR2M3	0	-0.43962773
IFNA4	-0.139097245	-1.035025693
KRTAP9-9	0	-0.43962773
OR4K1	0	-0.43962773
C4orf11	0	-0.43962773
OR6C65	0	-0.43962773
OR8K1	0	-0.43962773
OR52M1	0	-0.43962773
C21orf54	0	-0.43962773
TAS2R7	0	-0.43962773
OR4C3	0	-0.43962773
DAZ4	0	-0.43962773
SNORA2B	0	-0.43962773
GOT1L1	-0.011301661	-0.492299742
LOC254312	0	-0.43962773
FLJ44082	0	-0.43962773
OR13C3	0	-0.43962773
OR5M8	0	-0.43962773
OR51V1	0	-0.43962773
RNASE9	0	-0.43962773
OR3A4	0	-0.43962773
ACTRT2	0	-0.43962773
IFNA7	-0.211799145	-1.346202341
OR4F21	0	-0.43962773
OR6N1	0	-0.43962773
OR51G1	0	-0.43962773
OR2G2	0	-0.43962773
PRG3	0	-0.43962773
CT47A10	0	-0.43962773
OR2T34	0	-0.43962773
CABP2	0	-0.43962773
OR1I1	0	-0.43962773
C7orf66	0	-0.43962773
OR8B3	0	-0.43962773
OR7G1	0	-0.43962773
OR51L1	0	-0.43962773
IQCF5	0	-0.43962773
C16orf78	0	-0.43962773
RBMY1E	0	-0.43962773
KRTAP12-2	0	-0.43962773
OR2J2	0	-0.43962773
IFNA2	-0.139097245	-1.035025693
OR1L6	0	-0.43962773
KRTAP20-4	0	-0.43962773
KRTAP13-4	0	-0.43962773
KRTAP6-3	0	-0.43962773
SPANXN1	0	-0.43962773
OR7C2	0	-0.43962773
OR1A2	0	-0.43962773
SNORA16B	0	-0.43962773
LOC642929	0	-0.43962773
SNORA51	0	-0.43962773
TTTY6	0	-0.43962773
NPVF	0	-0.43962773
DEFB104A	0	-0.43962773
KRTAP10-5	0	-0.43962773
CST8	0	-0.43962773
NCRNA00157	0	-0.43962773
SNORA78	0	-0.43962773
PAGE3	0	-0.43962773
OR13F1	0	-0.43962773
OR11G2	0	-0.43962773
KCNK18	0	-0.43962773
IQCF2	0	-0.43962773
OR51B6	0	-0.43962773
OR8B12	0	-0.43962773
ZCCHC13	0	-0.43962773
KRTAP21-2	0	-0.43962773
OR6C75	0	-0.43962773
OR4E2	0	-0.43962773
SCARNA8	0	-0.43962773
C2orf27B	0	-0.43962773
OR52A4	0	-0.43962773
PPIAL4E	0	-0.43962773
PTH2	0	-0.43962773
NCRNA00207	0	-0.43962773
TARM1	0	-0.43962773
OR4M1	0	-0.43962773
GK2	-0.013516611	-0.501709602
OR4F4	0	-0.43962773
OR4K15	0	-0.43962773
OR5AN1	0	-0.43962773
OR10K1	0	-0.43962773
CRYGB	0	-0.43962773
KRTAP10-3	0	-0.43962773
OR5T2	0	-0.43962773
SNORA1	0	-0.43962773
CT47A9	0	-0.43962773
C14orf177	0	-0.43962773
FAM41AY1	0	-0.43962773
OR2F2	0	-0.43962773
OR4D11	0	-0.43962773
OR5H2	0	-0.43962773
SULT6B1	0	-0.43962773
OR14A16	0	-0.43962773
SPO11	0	-0.43962773
FAM74A4	0	-0.43962773
KRT26	-0.022226855	-0.536227437
KRTAP4-3	0	-0.43962773
OR56A1	0	-0.43962773
KRTAP10-1	0	-0.43962773
OR4X2	0	-0.43962773
OR7G3	0	-0.43962773
SNORA44	0	-0.43962773
KRTAP8-1	0	-0.43962773
KRTAP10-7	0	-0.43962773
DEFB118	-0.023951766	-0.539751606
MBD3L2	0	-0.43962773
SNORA2A	0	-0.43962773
BSX	0	-0.43962773
SCARNA4	0	-0.43962773
PCNAP1	0	-0.43962773
KRTAP24-1	-0.006912169	-0.468522181
SNAR-G1	0	-0.43962773
ADAM3A	0	-0.43962773
OR51G2	0	-0.43962773
OR4Q3	0	-0.43962773
LOC286238	0	-0.43962773
OR52B4	0	-0.43962773
OR2G3	0	-0.43962773
SCARNA15	0	-0.43962773
OR9I1	0	-0.43962773
CYLC1	0	-0.43962773
OR2AG1	0	-0.43962773
CSPG4PY2	0	-0.43962773
OR4D9	0	-0.43962773
SNORA42	0	-0.43962773
CSTT	0	-0.43962773
CRYGA	0	-0.43962773
KRTAP4-2	0	-0.43962773
SNORA56	0	-0.43962773
CT47A6	0	-0.43962773
OR7D4	0	-0.43962773
DEFB119	0	-0.43962773
OR1L1	0	-0.43962773
OR5V1	0	-0.43962773
OR2B3	0	-0.43962773
KRTAP19-3	0	-0.43962773
OR56A4	0	-0.43962773
TAS2R39	0	-0.43962773
SAA3P	0	-0.43962773
OR6V1	0	-0.43962773
OR4F15	0	-0.43962773
FAM194B	0	-0.43962773
OR8D4	0	-0.43962773
OR4D5	0	-0.43962773
OR7G2	0	-0.43962773
OR52E4	0	-0.43962773
IL3	-0.046191998	-0.635247725
OR4A16	0	-0.43962773
TEX13A	0	-0.43962773
SCARNA3	0	-0.43962773
RBMY1B	0	-0.43962773
SNORA13	0	-0.43962773
DEFB109P1B	0	-0.43962773
C22orf33	0	-0.43962773
CSH1	-0.145847792	-1.062212672
OR2L8	0	-0.43962773
SNORA36A	0	-0.43962773
KRTAP10-10	0	-0.43962773
OR10J5	0	-0.43962773
IFNA14	-0.267291526	-1.583719017
RNASE8	0	-0.43962773
LOC285627	0	-0.43962773
TAS2R41	0	-0.43962773
SNORA38	0	-0.43962773
OR6M1	0	-0.43962773
SNORA50	0	-0.43962773
OR5AP2	0	-0.43962773
OR8D2	0	-0.43962773
OR2Z1	0	-0.43962773
OR10S1	0	-0.43962773
OR51M1	0	-0.43962773
C10orf96	0	-0.43962773
OR8G5	0	-0.43962773
NCRNA00112	0	-0.43962773
SNORA15	0	-0.43962773
OR52K1	0	-0.43962773
C20orf185	0	-0.43962773
DEFB129	0	-0.43962773
OR9K2	0	-0.43962773
PRAMEF13	0	-0.43962773
TAAR9	0	-0.43962773
KRTAP10-11	-0.010340105	-0.482851739
LOC255025	0	-0.43962773
OR2A12	0	-0.43962773
LEUTX	0	-0.43962773
OR4D1	0	-0.43962773
TRYX3	0	-0.43962773
OR51F1	0	-0.43962773
UBTFL1	0	-0.43962773
C14orf165	0	-0.43962773
OR10P1	0	-0.43962773
OR2V2	0	-0.43962773
OR4A47	0	-0.43962773
KRTAP4-4	0	-0.43962773
SNORA4	0	-0.43962773
OR1L4	0	-0.43962773
OR51I2	0	-0.43962773
PRM2	0	-0.43962773
SCARNA22	0	-0.43962773
OR52E2	0	-0.43962773
GRXCR1	0	-0.43962773
LOC650293	0	-0.43962773
FAM197Y2	0	-0.43962773
OR10G4	0	-0.43962773
OR12D3	0	-0.43962773
OR10G3	0	-0.43962773
LOC151300	-0.043198579	-0.624664014
FLJ25328	0	-0.43962773
SNAR-B2	0	-0.43962773
OR4F5	0	-0.43962773
C1orf100	0	-0.43962773
FTLP10	0	-0.43962773
KRTAP12-1	0	-0.43962773
LOC100129935	0	-0.43962773
LOC728410	0	-0.43962773
OR1E2	0	-0.43962773
USP17	0	-0.43962773
OR1M1	0	-0.43962773
OR10T2	0	-0.43962773
PRR21	0	-0.43962773
CETN1	0	-0.43962773
SNORA55	0	-0.43962773
PLAC1L	0	-0.43962773
GOLGA8F	0	-0.43962773
HMGB4	0	-0.43962773
OR8B2	0	-0.43962773
PRNT	0	-0.43962773
FAM47B	0	-0.43962773
RBMY2EP	0	-0.43962773
LOC286135	-0.038662231	-0.608283897
CYLC2	-0.03833947	-0.60290336
KIF2B	-0.054217761	-0.671856668
GLT6D1	-0.03517359	-0.588073449
OPN1MW	0	-0.43962773
FAM71B	-0.044681258	-0.633233587
FGF6	-0.044150191	-0.632798016
OR2T11	0	-0.43962773
LOC286094	0	-0.43962773
OR5AK2	0	-0.43962773
FLJ46361	0	-0.43962773
KRTAP10-12	-0.011713118	-0.488591249
SPANXN5	0	-0.43962773
SNORD115-13	0	-0.43962773
ATXN3L	0.046520225	-0.244502969
PER4	0	-0.43962773
LOC388946	0	-0.43962773
CT47A1	0	-0.43962773
HIGD1C	0	-0.43962773
RESP18	0	-0.43962773
BIRC8	-0.040955634	-0.614908562
SNORA54	0	-0.43962773
KRTAP4-7	0	-0.43962773
C21orf94	0	-0.43962773
CCDC105	-0.015142329	-0.502926138
SNORA38B	0	-0.43962773
HIST1H2BA	0	-0.43962773
ACTL9	-0.004475691	-0.458337145
FABP9	0	-0.43962773
SNORA75	0	-0.43962773
OR4K2	0	-0.43962773
LOC644145	0	-0.43962773
GSTTP1	0	-0.43962773
OR10K2	0	-0.43962773
DEFB125	0	-0.43962773
LOC285692	0	-0.43962773
KRTAP9-8	0	-0.43962773
OR5H6	0	-0.43962773
LOC360030	0	-0.43962773
OR2AK2	0	-0.43962773
OR2W5	0	-0.43962773
CLRN2	0	-0.43962773
OR1D4	0	-0.43962773
HES3	0.011860849	-0.39104795
TBC1D28	0	-0.43962773
OR2F1	0	-0.43962773
GYPB	0.025956338	-0.327924484
OR4M2	0	-0.43962773
OR51D1	0	-0.43962773
OR11L1	0	-0.43962773
SNORA41	0	-0.43962773
IQCF3	0	-0.43962773
ADAM5P	0	-0.43962773
OR2A5	0	-0.43962773
KRTAP4-9	0	-0.43962773
OCM2	0	-0.43962773
C10orf40	-0.012950957	-0.493765703
TAAR8	0	-0.43962773
RBMXL3	0	-0.43962773
LOC646498	0	-0.43962773
SDC4P	0	-0.43962773
LOC283914	0	-0.43962773
C1orf146	0	-0.43962773
DUSP21	0	-0.43962773
OR1N2	0	-0.43962773
SERPINA13	0	-0.43962773
MOS	0.067175627	-0.149592716
C12orf12	0	-0.43962773
SNORA29	0	-0.43962773
FAM138D	0	-0.43962773
OR51A7	0	-0.43962773
ADAD1	0	-0.43962773
ZNF735	0	-0.43962773
CXorf51	0	-0.43962773
GOLGA6D	0	-0.43962773
OR5J2	0	-0.43962773
OR2M4	0	-0.43962773
SCARNA1	0	-0.43962773
OR10A5	0	-0.43962773
LGALS13	0	-0.43962773
TRIM60	0	-0.43962773
LELP1	0	-0.43962773
PRR23C	0	-0.43962773
KRTAP13-1	0	-0.43962773
C1orf185	0	-0.43962773
HIST1H2AA	-0.021442302	-0.53334622
SNORA46	0	-0.43962773
TTTY9B	0	-0.43962773
OR5B21	0	-0.43962773
MBD3L5	0	-0.43962773
NCRNA00111	0	-0.43962773
PRAMEF22	0	-0.43962773
OR2D3	0	-0.43962773
PRAMEF14	0	-0.43962773
GFRAL	0	-0.43962773
OR9A2	0	-0.43962773
H1FOO	0	-0.43962773
KRTAP4-11	0	-0.43962773
LYZL6	0	-0.43962773
LOC285375	0	-0.43962773
TAAR5	0	-0.43962773
TMEM202	0	-0.43962773
FERD3L	0	-0.43962773
PRAMEF5	0	-0.43962773
OPN1LW	0	-0.43962773
OR51S1	-0.00959861	-0.481395445
OR10R2	0	-0.43962773
KRTAP26-1	0	-0.43962773
LRRC30	-0.078013023	-0.781219437
GML	0	-0.43962773
ZNRF4	0	-0.43962773
TAS2R9	0	-0.43962773
PRR23B	0	-0.43962773
C17orf105	0	-0.43962773
RNU6ATAC	0	-0.43962773
C10orf120	0	-0.43962773
UBQLN3	0	-0.43962773
CNBD1	0	-0.43962773
OR13H1	0	-0.43962773
DKFZp434L192	0	-0.43962773
CDY2B	0	-0.43962773
GALNTL5	0	-0.43962773
OR52N1	0	-0.43962773
OR2D2	0	-0.43962773
SNORA9	0	-0.43962773
C7orf72	0	-0.43962773
LOC402644	0	-0.43962773
SNORA37	0	-0.43962773
OR51F2	0	-0.43962773
IFNA8	-0.139097245	-1.035025693
LYZL1	0	-0.43962773
MRGPRX1	0	-0.43962773
ATXN8OS	0	-0.43962773
PLA2G2E	0	-0.43962773
CYP11B2	-0.03707379	-0.599060992
OR10J3	0	-0.43962773
MBD3L1	0	-0.43962773
PRLH	0	-0.43962773
RBMY1J	0	-0.43962773
CT47A2	0	-0.43962773
VENTXP1	0	-0.43962773
RBMY2FP	0	-0.43962773
OR9G9	0	-0.43962773
LOC732275	0	-0.43962773
SNORA80	0	-0.43962773
OR2AT4	0	-0.43962773
WFDC11	0	-0.43962773
KIR3DP1	0	-0.43962773
OR2T4	0	-0.43962773
SNORA16A	0	-0.43962773
KRTAP4-12	0	-0.43962773
PMCHL1	0	-0.43962773
KRTAP10-6	0	-0.43962773
OTUD6A	0	-0.43962773
LRIT1	0	-0.43962773
FKSG83	-0.03833947	-0.60290336
OR13G1	0	-0.43962773
PDHA2	0	-0.43962773
OR6T1	0	-0.43962773
OR52N5	0	-0.43962773
PRAMEF16	0	-0.43962773
KRTAP4-8	0	-0.43962773
ZIM3	0	-0.43962773
OR52B2	0	-0.43962773
OR6S1	0	-0.43962773
OR5A1	-0.054133568	-0.682490991
SPINT3	0	-0.43962773
BHLHE23	0.011442789	-0.392734037
SNORA26	0	-0.43962773
OR10W1	0	-0.43962773
GPR101	0	-0.43962773
SNORA11	0	-0.43962773
SLC6A5	0	-0.43962773
ACSM4	0	-0.43962773
KRTAP2-2	0	-0.43962773
OR13D1	0	-0.43962773
SNORA64	0	-0.43962773
DRD3	-0.048822454	-0.649585306
OR5P2	0	-0.43962773
OR2J3	0	-0.43962773
SNORA84	0	-0.43962773
LOC285194	0	-0.43962773
RNU4ATAC	0	-0.43962773
SCARNA21	0	-0.43962773
OR13C5	0	-0.43962773
OR5B2	0	-0.43962773
MGC26647	0	-0.43962773
CRYGC	0	-0.43962773
KRTAP9-4	0	-0.43962773
RGS21	0	-0.43962773
OR2T3	0	-0.43962773
NCRNA00159	0	-0.43962773
TTLL8	0	-0.43962773
SNORA71D	0	-0.43962773
SNORA3	0	-0.43962773
SNORA25	0	-0.43962773
UCMA	0	-0.43962773
C8orf74	0	-0.43962773
NF1P1	-0.006912169	-0.468522181
SNORD89	0	-0.43962773
BMP15	-0.025829405	-0.549542124
TNP1	0	-0.43962773
OR8D1	0	-0.43962773
OR3A3	0	-0.43962773
SPDYE4	0	-0.43962773
GPX6	-0.042932414	-0.625320849
CD300LD	0	-0.43962773
CXorf66	-0.227427689	-1.414407893
LOC144776	-0.012258256	-0.49505217
TBPL2	0	-0.43962773
ZNF645	0	-0.43962773
TRIM42	0	-0.43962773
RNASE12	0	-0.43962773
SSX7	0	-0.43962773
OR13C2	0	-0.43962773
BPY2	0	-0.43962773
OR1B1	0	-0.43962773
NCRNA00029	0.014717004	-0.379147961
HNRNPCL1	0.227953268	0.534790494
HPVC1	0	-0.43962773
XKRY2	0	-0.43962773
TPRX1	0	-0.43962773
ACTL7A	0	-0.43962773
C3orf22	0	-0.43962773
SPAG11A	0	-0.43962773
OR10A4	0	-0.43962773
OR1L3	0	-0.43962773
PRAMEF20	0	-0.43962773
LOC730811	-0.081440595	-0.803247194
LOC154449	0	-0.43962773
UBE2DNL	0	-0.43962773
TSHB	0	-0.43962773
SNORA14B	0	-0.43962773
SCGB1D1	0	-0.43962773
KRTAP9-2	0	-0.43962773
USP29	0	-0.43962773
C3orf77	0	-0.43962773
LOC653544	0	-0.43962773
GABRR3	-0.048822454	-0.649585306
OR2T2	0	-0.43962773
FLJ43859	-0.037869649	-0.600754669
OR51T1	-0.00959861	-0.481395445
GSTTP2	0	-0.43962773
KRTAP1-3	0	-0.43962773
C5orf48	0	-0.43962773
LOC284788	0	-0.43962773
HBBP1	0	-0.43962773
SNORA70	0	-0.43962773
NEUROD6	-0.016398489	-0.511663861
LOC643486	0	-0.43962773
OR11H12	0	-0.43962773
OR52I2	0	-0.43962773
ACTRT1	0	-0.43962773
OR10A2	0	-0.43962773
FTMT	0	-0.43962773
C11orf94	0	-0.43962773
TPD52L3	0	-0.43962773
KRTAP5-11	0	-0.43962773
FLJ40434	-0.070519554	-0.744704838
DEFB124	0	-0.43962773
OR52L1	0	-0.43962773
OR11H6	0	-0.43962773
IL31	-0.025829405	-0.549542124
CCDC70	0	-0.43962773
OR7E24	0	-0.43962773
PLA2G2C	0	-0.43962773
TAS2R8	0	-0.43962773
OR2A2	0	-0.43962773
SNORA5C	0	-0.43962773
CABP5	0	-0.43962773
SPATA3	0	-0.43962773
OR9Q1	0	-0.43962773
SNORA71B	0	-0.43962773
OR10A6	0	-0.43962773
OR52H1	0	-0.43962773
LOC338588	0	-0.43962773
OR52E6	0	-0.43962773
OR6F1	0	-0.43962773
PMCHL2	0	-0.43962773
IFNA5	-0.139097245	-1.035025693
OR51B2	0	-0.43962773
SNORA71C	0	-0.43962773
FSHB	-0.048822454	-0.649585306
OR10V1	0	-0.43962773
DNAJB8	-0.096410422	-0.864773548
PPBPL2	0	-0.43962773
LOC340094	0.11115022	0.039024679
PATE3	0	-0.43962773
FAM74A1	0	-0.43962773
MGC34034	0	-0.43962773
C4orf45	0	-0.43962773
OR4D6	-0.054133568	-0.682490991
DEFB131	0	-0.43962773
C3orf79	0	-0.43962773
OR5E1P	0	-0.43962773
C19orf75	0	-0.43962773
OR51I1	0	-0.43962773
GPR32	-0.014086833	-0.498513922
FAM92A3	-0.03833947	-0.60290336
KRTAP7-1	0	-0.43962773
SNORA49	0	-0.43962773
MAGEB3	0	-0.43962773
MAGEB10	0	-0.43962773
KRTAP10-4	0	-0.43962773
PATE1	0	-0.43962773
C18orf20	0	-0.43962773
GRXCR2	0	-0.43962773
NCRNA00051	0	-0.43962773
SPANXN3	0	-0.43962773
C2orf53	-0.043127084	-0.625177268
OR2G6	0	-0.43962773
TMEM95	0	-0.43962773
NKX2-6	0	-0.43962773
OTOL1	0	-0.43962773
LOC390858	0	-0.43962773
PRAMEF18	0	-0.43962773
KRT28	-0.022226855	-0.536227437
BPIL3	0	-0.43962773
SCGB1D4	0	-0.43962773
ASB18	0	-0.43962773
TGIF2LY	0	-0.43962773
OR52K2	0	-0.43962773
MAGEB18	0	-0.43962773
OR5B12	0	-0.43962773
OR6A2	0	-0.43962773
VN1R2	0	-0.43962773
OR52D1	0	-0.43962773
OR8S1	0	-0.43962773
FAM75A6	0	-0.43962773
PRAMEF1	0	-0.43962773
C18orf62	0	-0.43962773
LCE1D	0	-0.43962773
ADAM30	-0.040955634	-0.614908562
OR11A1	0	-0.43962773
TSPY4	0	-0.43962773
SPATA16	0	-0.43962773
LOC727924	-0.006912169	-0.468522181
HTR3D	-0.024713085	-0.559937211
FLJ46321	0	-0.43962773
OR12D2	0	-0.43962773
FGF4	0	-0.43962773
LOC285370	-0.106127903	-0.89862945
PFN3	0	-0.43962773
OR6K3	0	-0.43962773
PSG10	0	-0.43962773
IQCF6	0	-0.43962773
OR51Q1	0	-0.43962773
OR2L3	0	-0.43962773
LOC348021	0	-0.43962773
ZNF705D	0	-0.43962773
VCX2	0	-0.43962773
OR2S2	0	-0.43962773
OR5P3	0	-0.43962773
SPACA1	0	-0.43962773
WNT8A	0	-0.43962773
PTH	0	-0.43962773
PRAMEF2	0	-0.43962773
LOC286359	0	-0.43962773
CDRT15	0	-0.43962773
ZNF479	0	-0.43962773
PSG11	0	-0.43962773
KRTAP10-2	0	-0.43962773
GOLGA6C	0	-0.43962773
GSX1	-0.106127903	-0.89862945
LOC728276	0	-0.43962773
PLSCR5	0	-0.43962773
OR6B3	0	-0.43962773
DYTN	0	-0.43962773
OR1N1	0	-0.43962773
NPBWR2	-0.113576197	-0.942447739
OR6C2	0	-0.43962773
SPAM1	0	-0.43962773
MT4	0	-0.43962773
TAAR6	0	-0.43962773
SNORA27	0	-0.43962773
PRHOXNB	0	-0.43962773
UNCX	0.021727811	-0.341371053
PWRN2	0	-0.43962773
VWC2L	0	-0.43962773
PSKH2	0.159389946	0.241989592
TMCO5A	0	-0.43962773
PRR23A	0	-0.43962773
SNORA20	0	-0.43962773
CATSPER4	0	-0.43962773
FAM47A	0	-0.43962773
LOC283332	0	-0.43962773
OR2B2	0	-0.43962773
DSCR10	0	-0.43962773
PRSS38	0	-0.43962773
DPPA5	0	-0.43962773
TAS2R40	0	-0.43962773
LOC643955	0	-0.43962773
POTEB	0	-0.43962773
TSPY1	0	-0.43962773
SNORA45	0	-0.43962773
PRAMEF9	0	-0.43962773
C8orf71	0.128322823	0.108742298
OR4N3P	0	-0.43962773
CT47B1	0	-0.43962773
KRTAP5-3	0	-0.43962773
LOC392196	0	-0.43962773
LRRC10	0	-0.43962773
OR5AU1	0	-0.43962773
OR2A14	0	-0.43962773
POTED	0	-0.43962773
LCE3C	-0.03429075	-0.586249348
FAM138E	0	-0.43962773
SNORA68	0	-0.43962773
SNORD15A	0	-0.43962773
PPP1R2P9	0	-0.43962773
OR5C1	0	-0.43962773
CSH2	-0.145847792	-1.062212672
GOLGA8E	0	-0.43962773
HTR1A	-0.073535539	-0.769894787
OR52R1	0.009717864	-0.399413052
OR52I1	0	-0.43962773
OR4N2	0	-0.43962773
MLN	-0.048822454	-0.649585306
SNORA52	0	-0.43962773
C2orf83	0	-0.43962773
OR1G1	0	-0.43962773
GH2	-0.095014452	-0.8452053
FSCB	0	-0.43962773
GSTA5	0	-0.43962773
CST11	0	-0.43962773
FLJ25363	0	-0.43962773
GPR148	0	-0.43962773
NOBOX	0	-0.43962773
OR56A5	0	-0.43962773
STH	0	-0.43962773
GAGE10	0	-0.43962773
XAGE5	0	-0.43962773
MAS1	-0.048822454	-0.649585306
KRTAP11-1	0	-0.43962773
NOX3	-0.097211877	-0.870831407
C3orf51	0	-0.43962773
C20orf173	-0.006912169	-0.468522181
OR1E1	0	-0.43962773
FOXR1	0.021522582	-0.350922915
C10orf113	0	-0.43962773
LOC144742	0	-0.43962773
TAS1R2	0	-0.43962773
ASB17	-0.012000897	-0.492956777
NXF4	0	-0.43962773
C14orf48	0	-0.43962773
VENTXP7	-0.02394536	-0.541524762
C2orf51	0	-0.43962773
OR1C1	0	-0.43962773
C14orf70	0	-0.43962773
WFDC8	0	-0.43962773
OR2K2	0	-0.43962773
SPINK9	0	-0.43962773
NEUROG1	0	-0.43962773
BMP10	-0.015157501	-0.503598337
SNORA71A	0	-0.43962773
VPREB1	-0.017720229	-0.515034356
FAM138B	0	-0.43962773
GJA8	0	-0.43962773
GHSR	-0.048822454	-0.649585306
FAM74A3	0	-0.43962773
FOXR2	0	-0.43962773
TECTB	0	-0.43962773
